Defense,Offense,Text
Wake Forest,North Carolina,"Marquise Williams pass complete to Mack Hollins for 4 yds for a TD WAKE FOREST Penalty, Defensive pass interference ( Yards) declined, (Nick Weiler KICK)"
Stanford,North Carolina,"Mitch Trubisky run for 16 yds to the Stanf 28 for a 1ST down, STANFORD Penalty, Defensive Offside (Solomon Thomas) declined for a 1ST down"
James Madison,North Carolina,"Mitch Trubisky pass complete to Bug Howard for 46 yds to the UNC 8 for a 1ST down JMU Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
North Carolina,James Madison,"Bryan Schor pass incomplete to Jonathan Kloosterman, broken up by M.J. Stewart JMU Penalty, Offensive holding ( Yards) declined"
James Madison,North Carolina,"Nathan Elliott pass complete to Jordan Cunningham for 20 yds to the NCaro 45 for a 1ST down JMU Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
North Carolina,Old Dominion,"Jordan Hoy pass incomplete OLDDOMINION Penalty, illegal formation ( Yards) declined"
Old Dominion,North Carolina,"Tom Sheldon punt for 57 yds , Darrell Brown returns for no gain to the ODU 13 Darrell Brown fumbled,  OLDDOMINION Penalty, substitution infraction ( Yards) declined"
Virginia,North Carolina,"Brandon Harris pass incomplete to Anthony Ratliff-Williams NORTH CAROLINA Penalty, face mask (0 yards) ( Yards) declined"
North Carolina,Virginia,"Daniel Hamm run for no gain to the NCaro 25 VIRGINIA Penalty, Offensive holding ( Yards) declined"
Western Carolina,North Carolina,"Michael Carter run for 22 yds to the UNC 31 for a 1ST down WESTRN CAROLINA Penalty, substitution infraction ( Yards) declined for a 1ST down"
Western Carolina,North Carolina,"Nathan Elliott pass incomplete NORTH CAROLINA Penalty, Offensive holding ( Yards) declined"
North Carolina,Pittsburgh,"Kenny Pickett pass complete to Taysir Mack for 42 yds to the NCaro 2 for a 1ST down NORTH CAROLINA Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
North Carolina,Pittsburgh,"Kenny Pickett pass incomplete to Taysir Mack, broken up by Cole Holcomb PITTSBURGH Penalty, illegal shift ( Yards) declined"
North Carolina,Pittsburgh,"Alex Kessman kickoff for 64 yds PITTSBURGH Penalty, ball on NC35, PENALTY offside ( Yards) declined"
North Carolina,Syracuse,"Eric Dungey pass complete to Nykeim Johnson for 15 yds to the NCaro 22 for a 1ST down NORTH CAROLINA Penalty, Defensive holding ( Yards) declined for a 1ST down"
North Carolina,Syracuse,"Eric Dungey pass complete to Jamal Custis for 9 yds to the NCaro 1 for a 1ST down NORTH CAROLINA Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Syracuse,North Carolina,"Nathan Elliott pass incomplete NORTH CAROLINA Penalty, Offensive holding ( Yards) declined"
North Carolina,Western Carolina,"Tyrie Adams pass complete to Donnavan Spencer for 36 yds to the UNC 23 for a 1ST down NORTH CAROLINA Penalty, offside defense ( Yards) declined for a 1ST down"
Pittsburgh,North Carolina,"Sam Howell pass complete to Beau Corrales for 21 yds for a TD PITTSBURGH Penalty, Defensive pass interference ( Yards) declined (Noah Ruggles KICK)"
Pittsburgh,North Carolina,"Sam Howell pass complete to Beau Corrales for 26 yds to the PITTSBURGH 34 for a 1ST down PITTSBURGH Penalty, offside defense ( Yards) declined for a 1ST down"
North Carolina,Virginia,"Brennan Armstrong pass complete to Terrell Jana for 11 yds to the NCaro 18 for a 1ST down NORTH CAROLINA Penalty, Defensive holding ( Yards) declined for a 1ST down"
North Carolina,Virginia,"Brennan Armstrong pass complete to Billy Kemp IV for 9 yds to the Virg 39 for a 1ST down NORTH CAROLINA Penalty, Defensive holding ( Yards) declined for a 1ST down"
Wake Forest,North Carolina,"Sam Howell pass incomplete NORTH CAROLINA Penalty, Offensive holding ( Yards) declined"
North Carolina,Wake Forest,"Sam Hartman pass incomplete to Donavon Greene WAKE FOREST Penalty, Offensive holding ( Yards) declined"
Western Carolina,North Carolina,"Michael Carter run for 22 yds for a TD WESTRN CAROLINA Penalty, substitution infraction ( Yards) declined (Grayson Atkins KICK)"
Rice,North Texas,"Andrew McNulty pass complete to Carl Caldwell for 7 yds to the NoTex 29 NORTH TEXAS Penalty, face mask (0 yards) (NA) declined"
North Texas,UT San Antonio,"Tucker Carter run for 2 yds for a TD, (Sean Ianno KICK) NORTH TEXAS Penalty, roughing the kicker ( Yards) declined"
SMU,North Texas,"Andrew McNulty sacked by Andrew McCleneghen for a loss of 7 yards to the SMU 45 Andrew McNulty fumbled, , return for 0 yards NORTH TEXAS Penalty, face mask (0 yards) ( Yards) declined"
SMU,North Texas,"TEAM run for a loss of 6 yards to the NoTex 29 TEAM fumbled, recovered by NoTex Antoinne Jimmerson  NORTH TEXAS Penalty, illegal motion ( Yards) declined"
Western Kentucky,North Texas,"Jeffrey Wilson run for 2 yds to the NoTex 48 NORTH TEXAS Penalty, illegal formation ( Yards) declined"
Tennessee,North Texas,"DaMarcus Smith run for 1 yd to the Tenn 47 NORTH TEXAS Penalty, illegal motion ( Yards) declined"
North Texas,SMU,"Xavier Jones run for a loss of 3 yards to the NoTex 40 SMU Penalty, Offensive holding ( Yards) declined"
North Texas,Southern Mississippi,"Kwadra Griggs pass incomplete SOUTHERN MISS Penalty, ineligible downfield on pass ( Yards) declined"
Southern Mississippi,North Texas,"Trevor Moore 48 yd FG GOOD SOUTHERN MISS Penalty, roughing the kicker ( Yards) declined"
Rice,North Texas,"Mason Fine pass complete to Jason Pirtle for 8 yds to the NoTex 28 for a 1ST down RICE Penalty, Defensive offside ( Yards) declined for a 1ST down"
UTEP,North Texas,"Mason Fine pass complete to Cudjoe Young for 23 yds to the UTEP 35 for a 1ST down UTEP Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
UTEP,North Texas,"Cole Hedlund 52 yd FG GOOD UTEP Penalty, Defensive offside ( Yards) declined"
UTEP,North Texas,"Mason Fine pass complete to Rico Bussey Jr. for 11 yds for a TD (Cole Hedlund KICK) UTEP Penalty, Defensive offside ( Yards) declined"
UTEP,North Texas,"Ethan Mooney kickoff for 51 yds , Terry Juniel return for 8 yds to the UTEP 43 UTEP Penalty, illegal block (12 Yards) declined"
Southern Mississippi,North Texas,"DeAndre Torrey run for 8 yds for a TD SOUTHERN MISS Penalty, Defensive offside ( Yards) declined (Cole Hedlund KICK)"
UAB,North Texas,"Mason Fine pass incomplete to Kelvin Smith NORTH TEXAS Penalty, Offensive holding ( Yards) declined"
North Texas,UT San Antonio,"Bryce Rivers pass complete to Greg Campbell Jr. for 44 yds to the UTSA 34 for a 1ST down NORTH TEXAS Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
UT San Antonio,North Texas,"Mason Fine run for 7 yds to the NoTex 42 NORTH TEXAS Penalty, Offensive holding ( Yards) declined"
North Texas,UT San Antonio,"Bryce Rivers pass incomplete to Sheldon Jones UT SAN ANTONIO Penalty, Offensive holding ( Yards) declined"
North Texas,SMU,"Shane Buechele pass complete to Tyler Page for 40 yds to the NoTex 5 for a 1ST down NORTH TEXAS Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
SMU,North Texas,"Alvin Kenworthy punt for 73 yds for a touchback SMU Penalty, roughing the kicker ( Yards) declined"
North Texas,Rice,"Aston Walter pass complete to Jordan Myers for 27 yds to the NoTex 1 for a 1ST down NORTH TEXAS Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
North Texas,SMU,"Tanner Mordecai pass complete to Jr.  Reggie Roberson for 20 yds to the SMU 44 for a 1ST down NORTH TEXAS Penalty, Defensive Holding (Ethan Mooney) declined for a 1ST down"
North Texas,UAB,"UAB Penalty, Offensive Pass Interference (Dylan Hopkins) declined"
Southern Mississippi,North Texas,"NORTH TEXAS Penalty, Offensive Holding ( Yards) declined"
UTEP,North Texas,"NORTH TEXAS Penalty, Ineligible Receiver Downfield on Pass on CARROLL, Daizion ( Yards) declined"
North Texas,UTEP,"Gavin Hardison pass incomplete UTEP Penalty, Offensive Holding ( Yards) declined"
North Texas,UTEP,"UTEP Penalty, Offensive Holding ( Yards) declined"
UTEP,North Texas,"Austin Aune pass complete to Roderic Burns for 12 yds to the NoTex 25 for a 1ST down UTEP Penalty, Defensive Holding (Trejon Hugue) declined for a 1ST down"
Northern Illinois,Northwestern,"Trevor Siemian run for 1 yd to the NoIll 28 Trevor Siemian fumbled, forced by Sean Folliard, recovered by Nwest N/A  NORTHWESTERN Penalty, Defensive holding ( Yards) declined"
Northern Illinois,UNLV,"Blake Decker sacked by Perez Ford for a loss of 6 yards to the UNLV 27 UNLV Penalty, illegal formation ( Yards) declined"
Northern Illinois,UNLV,"Blake Decker pass incomplete to Taylor Barnhill UNLV Penalty, Offensive holding ( Yards) declined"
Toledo,Northern Illinois,"Cameron Stingily run for a loss of 1 yard to the Toled 41 NORTHERNIL Penalty, Offensive Holding ( Yards) declined"
UNLV,Northern Illinois,"Drew Hare pass complete to Chad Beebe for 10 yds to the UNLV 23 for a 1ST down UNLV Penalty, offside defense ( Yards) declined for a 1ST down"
Northern Illinois,UNLV,"Blake Decker pass incomplete to Anthony Williams UNLV Penalty, illegal procedure ( Yards) declined"
Murray State,Northern Illinois,"Drew Hare pass complete to Juwan Brescacin for 17 yds to the NoIll 38 for a 1ST down MURRAY ST Penalty, offside defense ( Yards) declined for a 1ST down"
Northern Illinois,Ohio State,"J.T. Barrett pass complete to Michael Thomas for 12 yds to the NoIll 33 for a 1ST down NORTHERNIL Penalty, Defensive Holding (Renard Cheren) declined for a 1ST down"
Wyoming,Northern Illinois,"Drew Hare pass complete to Kenny Golladay for 39 yds for a TD WYOMING Penalty, Defensive pass interference ( Yards) declined, (Christian Hagan KICK)"
Wyoming,Northern Illinois,"Jacob Ambrose punt for 48 yds , Austin Conway returns for 2 yds to the Wyom 30 WYOMING Penalty, roughing the kicker ( Yards) declined"
South Florida,Northern Illinois,"Ryan Graham pass complete to Jordan Huff for 8 yds to the NoIll 39 for a 1ST down SOUTH FLORIDA Penalty, offside defense ( Yards) declined for a 1ST down"
Northern Illinois,San Diego State,"Christian Chapman pass complete to Rashaad Penny for 27 yds for a TD, (John Baron II KICK) NORTHERNIL Penalty, Defensive offside ( Yards) declined"
San Diego State,Northern Illinois,"Ryan Graham pass intercepted for a 1ST down Damontae Kazee return for 28 yds to the NORTHERNIL 47 for a 1ST down SAN DIEGO ST Penalty, unsportsmanlike conduct (14 Yards) declined for a 1ST down"
Northern Illinois,San Diego State,"Christian Chapman pass complete to Kahale Warring for 5 yds for a TD, (John Baron II KICK) NORTHERNIL Penalty, Defensive offside ( Yards) declined"
Northern Illinois,Eastern Illinois,"Mitch Kimble pass incomplete EASTRN ILLINOIS Penalty, illegal procedure ( Yards) declined"
Northern Illinois,Eastern Illinois,"Mitch Kimble run for no gain to the EIlln 23 EASTRN ILLINOIS Penalty, Offensive holding ( Yards) declined"
San Diego State,Northern Illinois,"SAN DIEGO ST Penalty, Defensive pass interference ( Yards) declined"
Northern Illinois,San Diego State,"NORTHERNIL Penalty, Defensive holding ( Yards) declined"
Northern Illinois,San Diego State,"John Baron II 38 yd FG GOOD NORTHERNIL Penalty, Defensive offside ( Yards) declined"
Northern Illinois,Utah,"Tyler Huntley sacked by Sutton Smith for a loss of 1 yard to the NoIll 25 UTAH Penalty, Offensive holding ( Yards) declined"
Northern Illinois,Ohio,"Nathan Rourke pass complete to Isiah Cox for 21 yds to the NORTHERNIL 36 for a 1ST down NORTHERNIL Penalty, Defensive holding ( Yards) declined for a 1ST down"
Ohio,Northern Illinois,"Ross Bowers sacked by Amos Ogun-Semore for a loss of 13 yards to the OHIO 42 NORTHERNIL Penalty, Offensive holding ( Yards) declined"
Northern Illinois,Ohio,"Michael Farkas punt for 47 yds, fair catch by Cole Tucker at the OHIO 16 NORTHERNIL Penalty, Offensive holding (8 Yards) declined"
Northern Illinois,Ohio,"Nathan Rourke pass incomplete to Isiah Cox, broken up by Dillon Thomas OHIO Penalty, ineligible downfield on pass ( Yards) declined"
Northern Illinois,Ohio,"Nathan Rourke pass incomplete to Ryan Luehrman OHIO Penalty, illegal formation ( Yards) declined"
Toledo,Northern Illinois,"Ross Bowers pass complete to Mohamed Toure for 44 yds to the NORTHERNIL 19 for a 1ST down TOLEDO Penalty,  ( Yards) declined for a 1ST down"
Northern Illinois,Wyoming,"WYOMING Penalty, Illegal Formation ( Yards) declined"
Western Illinois,Northwestern,"Trevor Siemian pass complete to Austin Carr for 10 yds to the Nwest 46 for a 1ST down WESTRN ILLINOIS Penalty, Defensive Holding ( Yards) declined for a 1ST down"
Northwestern,Illinois State,"Jake Kolbe pass complete to Anthony Warrum for 26 yds to the Nwest 6 for a 1ST down NORTHWESTERN Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Northwestern,Illinois State,"Jake Kolbe pass intercepted, touchback. Montre Hartage return for no gain ILLINOIS ST Penalty, Defensive holding ( Yards) declined"
Northwestern,Purdue,"Elijah Sindelar pass incomplete PURDUE Penalty, Offensive holding ( Yards) declined"
Northwestern,Rutgers,"Artur Sitkowski pass incomplete to Shameen Jones RUTGERS Penalty, Offensive pass interference ( Yards) declined"
Northwestern,Rutgers,"Artur Sitkowski pass incomplete to Travis Vokolek RUTGERS Penalty, ineligible downfield on pass ( Yards) declined"
Wisconsin,Northwestern,"Isaiah Bowser run for 6 yds to the Wisc 12 for a 1ST down WISCONSIN Penalty, offside defense ( Yards) declined for a 1ST down"
Wisconsin,Northwestern,"Clayton Thorson pass complete to Kyric McGowan for 24 yds for a TD, (Charlie Kuhbander KICK) WISCONSIN Penalty, offside defense ( Yards) declined"
Northwestern,UNLV,"Armani Rogers sacked by Joe Gaziano and Joe Spivak for a loss of 3 yards to the Nwest 20 UNLV Penalty, illegal shift ( Yards) declined"
Northwestern,Purdue,"Aidan O'Connell pass complete to Brycen Hopkins for 10 yds to the Prdue 30 for a 1ST down NORTHWESTERN Penalty, Defensive holding ( Yards) declined for a 1ST down"
Northwestern,UMass,"Cam Roberson run for a loss of 2 yards to the UMass 38 MASSACHUSETTS Penalty, illegal formation ( Yards) declined"
Northwestern,Indiana State,"INDIANA ST Penalty, Face Mask (3 yards) ( Yards) declined"
Indiana State,Northwestern,"NORTHWESTERN Penalty, Delay Of Game ( Yards) declined"
Purdue,Northwestern,"Andrew Marty pass complete to Stephon Robinson Jr. for 35 yds to the NORTHWSTRN 41 for a 1ST down PURDUE Penalty, Defensive Pass Interference (Jack Albers) declined for a 1ST down"
Purdue,Northwestern,"Evan Hull run for 19 yds to the Prdue 7 for a 1ST down PURDUE Penalty, Defensive Offside (Jack Albers) declined for a 1ST down"
Temple,Notre Dame,"DeShone Kizer pass incomplete to C.J. Prosise NOTRE DAME Penalty, Offensive Pass Interference (Nick Martin) declined"
Notre Dame,Syracuse,"Eric Dungey pass complete to Amba Etta-Tawo for 72 yds for a TD NOTRE DAME Penalty, Defensive Offside (Asmar Bilal) declined, (Cole Murphy KICK)"
Notre Dame,Syracuse,"Eric Dungey pass complete to Sean Riley for 23 yds to the SYRACUSE 42 for a 1ST down NOTRE DAME Penalty, Defensive Offside (Isaac Rochell) declined for a 1ST down"
Notre Dame,Syracuse,"Eric Dungey pass complete to Steve Ishmael for 36 yds to the NDame 7 for a 1ST down NOTRE DAME Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Syracuse,Notre Dame,"DeShone Kizer pass incomplete to Miles Boykin NOTRE DAME Penalty, Offensive Holding (Alex Bars) declined"
Notre Dame,Syracuse,"Eric Dungey run for a loss of 5 yards to the Syrac 42 Eric Dungey fumbled, forced by James Onwualu, recovered by Syrac Aaron Roberts  SYRACUSE Penalty, Offensive Holding (Aaron Roberts) declined"
Virginia Tech,Notre Dame,"Malik Zaire pass complete to Equanimeous St. Brown for 14 yds to the VTech 33 for a 1ST down NOTRE DAME Penalty, illegal touching ( Yards) declined for a 1ST down"
Vanderbilt,Notre Dame,"Ian Book pass complete to Nic Weishar for 2 yds for a TD Timeout NOTRE DAME, clock 11:04 (Two-Point Conversion failed ) NOTRE DAME Penalty, Offensive pass interference ( Yards) declined"
Notre Dame,Stanford,"Davis Mills pass complete to Simi Fehoko for 12 yds to the STANFORD 41 for a 1ST down NOTRE DAME Penalty, Defensive offside ( Yards) declined for a 1ST down"
Ohio State,Wisconsin,"Joel Stave pass complete to Sam Arneson for 10 yds to the Wisc 20 for a 1ST down OHIO ST Penalty, Defensive Offside (Joey Bosa) declined for a 1ST down"
Ohio State,Wisconsin,"Melvin Gordon run for a loss of 1 yard to the Wisc 24 WISCONSIN Penalty, Offensive Holding ( Yards) declined"
Wisconsin,Ohio State,"Curtis Samuel run for 10 yds to the OhSt 32 OHIO ST Penalty, Illegal Block (K.J. Hill) declined"
Oklahoma,Ohio State,"J.T. Barrett run for 5 yds to the OhSt 45 OHIO ST Penalty, Offensive Holding (Branden Bowen) declined"
UNLV,Ohio State,"J.T. Barrett sacked by Mark Finau for a loss of 7 yards to the OhSt 38 OHIO ST Penalty, Offensive holding ( Yards) declined"
Ohio State,UNLV,"Evan Owens run for no gain to the UNLV 7 UNLV Penalty, Offensive holding ( Yards) declined"
Ohio State,Rutgers,"Ryan Anderson punt for 51 yds, punt out-of-bounds at the RUTGERS 2 OHIO ST Penalty, roughing the kicker ( Yards) declined"
Rutgers,Ohio State,"J.T. Barrett pass incomplete to Parris Campbell, broken up by Ross Douglas OHIO ST Penalty, illegal formation ( Yards) declined"
Ohio State,Washington,"Jake Browning pass incomplete to Myles Gaskin WASHINGTON Penalty, Illegal Touching (Jared Hilbers) declined"
Ohio State,Washington,"Myles Gaskin pass complete to Drew Sample for 2 yds for a TD OHIO ST Penalty, Defensive Offside ( Yards) declined (Peyton Henry KICK)"
Washington,Ohio State,"Drue Chrisman punt for 24 yds, punt out-of-bounds at the OHIOST 29 WASHINGTON Penalty, Running Into Kicker ( Yards) declined"
Penn State,Ohio State,"Dwayne Haskins pass complete to Mike Weber for 5 yds to the OhSt 33 OHIO ST Penalty, Offensive Holding (Isaiah Prince) declined"
Purdue,Ohio State,"Dwayne Haskins pass complete to J.K. Dobbins for no gain to the OhSt 18 OHIO ST Penalty, illegal formation ( Yards) declined"
Wisconsin,Ohio State,"Justin Fields pass complete to Chris Olave for 9 yds to the Wisc 27 for a 1ST down WISCONSIN Penalty, Defensive Offside (Zack Baun) declined for a 1ST down"
Ohio State,Oregon,"Anthony Brown pass incomplete to Jaylon Redd OREGON Penalty, Ineligible Downfield on Pass (Alex Forsyth) declined"
Eastern Illinois,Ohio,"Tim Edmond run for a loss of 4 yards to the Ohio 27 OHIO Penalty, Offensive holding ( Yards) declined"
Ohio,Western Michigan,"Zach Terrell pass complete to Corey Davis for 12 yds to the WESTMICH 42 for a 1ST down OHIO Penalty, offside defense (NA) declined for a 1ST down"
Western Michigan,Ohio,"JD Sprague pass complete to Sebastian Smith for 33 yds to the Ohio 48 for a 1ST down WESTRN MICHIGAN Penalty, Defensive pass interference (NA) declined for a 1ST down"
Western Michigan,Ohio,"Josiah Yazdani 42 yd FG MISSED OHIO Penalty, Defensive holding (NA) declined"
Southeastern Louisiana,Ohio,"Derrius Vick pass intercepted Jordan Batiste return for no gain to the SELa 39 OHIO Penalty, ineligible downfield on pass ( Yards) declined"
Ohio,Southeastern Louisiana,"Justin Alo pass incomplete to Jeff Smiley, broken up by Chad Moore SE LOUISIANA Penalty, illegal formation ( Yards) declined"
Western Michigan,Ohio,"Greg Windham run for 6 yds to the WMich 14 OHIO Penalty, personal foul ( Yards) declined"
Ohio,Texas State,"Tyler Jones pass complete to Gabe Schrade for 8 yds to the Ohio 32 for a 1ST down OHIO Penalty, IT ( Yards) declined for a 1ST down"
Ohio,Texas State,"Tyler Jones run for no gain to the Ohio 32 TEXAS STATE Penalty, illegal formation ( Yards) declined"
Ohio,Texas State,"Tyler Jones sacked by Kevin Robbins for a loss of 9 yards to the Ohio 46 TEXAS STATE Penalty, Offensive holding ( Yards) declined"
Texas State,Ohio,"Greg Windham pass incomplete OHIO Penalty, Offensive holding ( Yards) declined"
Gardner-Webb,Ohio,"Greg Windham sacked by P.J. Fuimaono for a loss of 6 yards to the Ohio 33 OHIO Penalty, Offensive holding ( Yards) declined"
Toledo,Ohio,"Greg Windham pass complete to Sebastian Smith for 33 yds for a TD TOLEDO Penalty, Defensive pass interference ( Yards) declined, (Louie Zervos KICK)"
Ohio,Hampton,"Johnson Yahkee run for a loss of 5 yards to the Hampt 2 HAMPTON Penalty, clipping ( Yards) declined"
Hampton,Ohio,"Julian Ross run for 1 yd for a TD HAMPTON Penalty, Defensive offside ( Yards) declined, (Louie Zervos KICK)"
Hampton,Ohio,"Nathan Rourke run for 13 yds for a TD HAMPTON Penalty, Defensive holding ( Yards) declined, (Louie Zervos KICK)"
Ohio,UMass,"Andrew Ford sacked by Austin Conrad and Andrew Payne for a loss of 8 yards to the UMass 18 MASSACHUSETTS Penalty, Offensive holding ( Yards) declined"
Ohio,Howard,"Caylin Newton pass complete to Dedrick Parson for 9 yds to the Ohio 26 for a 1ST down OHIO Penalty, roughing passer (20 Yards) declined for a 1ST down"
Ohio,Howard,"Caylin Newton run for no gain to the Howrd 49 HOWARD Penalty, illegal shift ( Yards) declined"
Virginia,Ohio,"Michael Farkas punt for 33 yds , Tavares Kelly returns for no gain to the Virg 40 Tavares Kelly fumbled, recovered by Ohio Cameron Gunnels  VIRGINIA Penalty, Defensive holding ( Yards) declined"
Ohio,UMass,"Andrew Ford pass complete to Sadiq Palmer for 22 yds to the Ohio 8 for a 1ST down OHIO Penalty, Defensive offside ( Yards) declined for a 1ST down"
Rhode Island,Ohio,"Nathan Rourke pass complete to Jerome Buckner for 31 yds to the RIsld 17 for a 1ST down RHODE ISLAND Penalty, substitution infraction ( Yards) declined for a 1ST down"
Ohio,Rhode Island,"Vito Priore pass complete to Ahmere Dorsey for 3 yds to the Ohio 41 RHODE ISLAND Penalty, illegal formation ( Yards) declined"
Ohio,Rhode Island,"Vito Priore pass complete to Joey Kenny for 5 yds to the RIsld 45 RHODE ISLAND Penalty, illegal formation ( Yards) declined"
Ohio,Pittsburgh,"Kenny Pickett pass complete to Will Gragg for 8 yds to the Ohio 21 for a 1ST down OHIO Penalty, offside defense ( Yards) declined for a 1ST down"
Ohio,Pittsburgh,"Kenny Pickett pass complete to Maurice Ffrench for 9 yds to the PITTSBURGH 49 OHIO Penalty, offside defense ( Yards) declined"
Ohio,Western Michigan,"Nick Mihalic punt for 39 yds , DL Knock returns for no gain to the WMich 48 DL Knock fumbled, recovered by WMich Drake Spears  OHIO Penalty, roughing the kicker ( Yards) declined"
Ohio,Western Michigan,"Nick Mihalic punt for 47 yds, punt out-of-bounds at the Ohio 14 , DL Knock returns for no gain to the Ohio 29 OHIO Penalty, Offensive holding (10 Yards) declined"
Western Michigan,Ohio,"Nathan Rourke run for 11 yds to the WMich 35 for a 1ST down WESTRN MICHIGAN Penalty, offside defense ( Yards) declined for a 1ST down"
Western Michigan,Ohio,"De'Montre Tuggle run for 14 yds to the WMich 12 for a 1ST down WESTRN MICHIGAN Penalty, offside defense ( Yards) declined for a 1ST down"
Duquesne,Ohio,"DUQUESNE Penalty, Defensive Holding ( Yards) declined for a 1ST down"
Missouri State,Oklahoma State,"Daxx Garman pass incomplete to Ra'Shaad Samples OKLAHOMA ST Penalty, Offensive holding ( Yards) declined"
UT San Antonio,Oklahoma State,"Kip Smith punt for 51 yds , Kenny Harrison returns for a loss of 2 yards to the TexSA 22 TEXASSAN Penalty, running into the kicker ( Yards) declined"
West Virginia,Oklahoma State,"Daxx Garman run for 3 yds to the OKSt 42 OKLAHOMA ST Penalty, Offensive Holding (NA) declined"
Oklahoma State,West Virginia,"Nick O'Toole punt for 30 yds, downed at the OKSt 16 OKLAHOMA ST Penalty, Running Into Kicker (NA) declined"
Oklahoma State,Texas,"Tyrone Swoopes run for 4 yds to the 50 yard line TEXAS Penalty, illegal formation ( Yards) declined"
Oklahoma State,Oklahoma,"Cody Thomas pass incomplete OKLAHOMA Penalty, Offensive Holding ( Yards) declined"
Central Arkansas,Oklahoma State,"Mason Rudolph pass incomplete to Marcell Ateman, broken up by Tremon Smith OKLAHOMA ST Penalty, Offensive holding ( Yards) declined"
Central Arkansas,Oklahoma State,"Mason Rudolph pass complete to David Glidden for 31 yds for a TD CENTRAL ARK Penalty, personal foul ( Yards) declined, (Ben Grogan PAT BLOCKED)"
UT San Antonio,Oklahoma State,"J.W. Walsh pass complete to Marcell Ateman for 13 yds for a TD TEXASSAN Penalty, Defensive pass interference ( Yards) declined, (Ben Grogan KICK)"
Oklahoma State,West Virginia,"Skyler Howard sacked by Jimmy Bean for a loss of 3 yards to the WVirg 4 WEST VIRGINIA Penalty, Offensive Holding (Tony Matteo) declined"
West Virginia,Oklahoma State,"Chris Carson run for 4 yds to the OKSt 35 OKLAHOMA ST Penalty, Offensive Holding (Michael Wilson) declined"
Oklahoma State,Texas Tech,"Justin Stockton run for 11 yds to the TEXASTECH 49 for a 1ST down OKLAHOMA ST Penalty, Face Mask (0 yards) ( Yards) declined for a 1ST down"
Oklahoma State,Pittsburgh,"James Conner run for 32 yds to the OKSt 10 for a 1ST down OKLAHOMA ST Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Pittsburgh,Oklahoma State,"Mason Rudolph pass complete to James Washington for 43 yds to the OKLAST 27 for a 1ST down PITTSBURGH Penalty, Defensive Pass Interference (Avonte Maddox) declined for a 1ST down"
Oklahoma,Oklahoma State,"Mason Rudolph pass incomplete to Jalen McCleskey OKLAHOMA ST Penalty, Offensive Holding (Zachary Crabtree) declined"
Texas Tech,Oklahoma State,"Mason Rudolph pass complete to Jalen McCleskey for 11 yds to the TexTc 23 for a 1ST down TEXAS TECH Penalty, Defensive holding ( Yards) declined for a 1ST down"
Oklahoma State,Missouri State,"Peyton Huslig pass incomplete MISSOURI ST Penalty, Offensive holding ( Yards) declined"
Missouri State,Oklahoma State,"Ryan Haymaker run for 1 yd to the MoSt 36 OKLAHOMA ST Penalty, Defensive holding ( Yards) declined"
South Alabama,Oklahoma State,"Taylor Cornelius pass complete to Tyron Johnson for 20 yds to the SAlab 17 for a 1ST down SOUTH ALABAMA Penalty, Defensive offside ( Yards) declined for a 1ST down"
South Alabama,Oklahoma State,"Taylor Cornelius pass complete to Tylan Wallace for 13 yds to the OKSt 14 for a 1ST down SOUTH ALABAMA Penalty, Defensive offside ( Yards) declined for a 1ST down"
South Alabama,Oklahoma State,"Taylor Cornelius pass complete to Tylan Wallace for 33 yds to the OKLAST 41 for a 1ST down SOUTH ALABAMA Penalty, Defensive offside ( Yards) declined for a 1ST down"
Oklahoma State,Texas Tech,"Alan Bowman pass complete to Zach Austin for 14 yds to the OKLAST 44 for a 1ST down OKLAHOMA ST Penalty, substitution infraction ( Yards) declined for a 1ST down"
Oklahoma State,Oklahoma,"Kyler Murray pass incomplete to Trey Sermon OKLAHOMA Penalty, Ineligible Downfield on Pass (Amani Bledsoe) declined"
TCU,Oklahoma State,"Taylor Cornelius pass complete to Tylan Wallace for 29 yds to the TCU 40 for a 1ST down TCU Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
McNeese,Oklahoma State,"Spencer Sanders run for 9 yds to the OKSt 22 for a 1ST down MCNEESE ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
McNeese,Oklahoma State,"Spencer Sanders pass complete to Tylan Wallace for 29 yds to the OKLAST 34 for a 1ST down MCNEESE ST Penalty, Defensive offside ( Yards) declined for a 1ST down"
Tulsa,Oklahoma State,"Spencer Sanders pass complete to Tylan Wallace for 90 yds for a TD TULSA Penalty, Defensive pass interference ( Yards) declined, (Two-Point Conversion failed)"
Tulsa,Oklahoma State,"Chuba Hubbard run for 33 yds for a TD TULSA Penalty, offside defense ( Yards) declined, (Matt Ammendola KICK)"
